"","Year","Tournament","Round","Player","Opponent","WL_P1","Result","Sets_P1","Sets_P2","X1","X2","X3","X4","X5"
"2245","2015","Cincinnati Masters 1000","R32","Jack Sock","Kevin Anderson","L","3-6, 6-7","0","2","3-6","6-7","","",""
"2246","2015","Houston Masters 250","S","Jack Sock","Kevin Anderson","W","7-6(3), 6-3","2","0","7-6","6-3","","",""
"2247","2016","Houston Masters 250","Q","Jack Sock","Marcos Baghdatis","W","6-4, 6-4","2","0","6-4","6-4","","",""
"2248","2016","Miami Masters 1000","R32","Jack Sock","Milos Raonic","L","6-7, 4-6","0","2","6-7","4-6","","",""
"2249","2014","Paris Masters 1000","R32","Jack Sock","Milos Raonic","L","3-6, 7-5, 6-7","1","2","3-6","7-5","6-7","",""
"2250","2014","Toronto Masters 1000","R32","Jack Sock","Milos Raonic","L","6-4, 6-7, 6-7","1","2","6-4","6-7","6-7","",""
"2251","2014","Washington Masters 500","R32","Jack Sock","Milos Raonic","L","6-7, 6-7","0","2","6-7","6-7","","",""
"2252","2014","Wimbledon","R64","Jack Sock","Milos Raonic","L","3-6, 4-6, 4-6","0","3","3-6","4-6","4-6","",""
"2253","2014","Miami Masters 1000","R64","Jack Sock","Milos Raonic","L","4-6, 6-7","0","2","4-6","6-7","","",""
"2254","2013","Cincinnati Masters 1000","R64","Jack Sock","Milos Raonic","L","6-3, 4-6, 3-6","1","2","6-3","4-6","3-6","",""
"2255","2013","Memphis Masters 500","R32","Jack Sock","Milos Raonic","W","6-3, 5-7, 7-5","2","1","6-3","5-7","7-5","",""
"2256","2014","Roland Garros","R128","Jack Sock","Nicolas Almagro","W","5-0 RET","1","0","5-0 RET","","","",""
"2257","2014","Houston Masters 250","Q","Jack Sock","Nicolas Almagro","L","2-6, 4-6","0","2","2-6","4-6","","",""
"2258","2012","US Open","R32","Jack Sock","Nicolas Almagro","L","6-7, 7-6, 6-7, 1-6","1","3","6-7","7-6","6-7","1-6",""
"2259","2015","Montreal Masters 1000","R16","Jack Sock","Novak Djokovic","L","2-6, 1-6","0","2","2-6","1-6","","",""
"2260","2015","Stockholm Masters 250","R32","Jack Sock","Pablo Carreno Busta","W","6-3, 6-7, 6-3","2","1","6-3","6-7","6-3","",""
"2261","2015","Roland Garros","R64","Jack Sock","Pablo Carreno Busta","W","6-7(2), 7-6(4), 6-1, 7-6(4)","3","1","6-7","7-6","6-1","7-6",""
"2262","2015","Beijing Masters 500","Q","Jack Sock","Rafael Nadal","L","6-3, 4-6, 3-6","1","2","6-3","4-6","3-6","",""
"2263","2015","Roland Garros","R16","Jack Sock","Rafael Nadal","L","3-6, 1-6, 7-5, 2-6","1","3","3-6","1-6","7-5","2-6",""
"2264","2013","Delray Beach Masters 250","R16","Jack Sock","Ricardas Berankis","L","6-3, 4-6, 1-6","1","2","6-3","4-6","1-6","",""
"2265","2015","Stockholm Masters 250","S","Jack Sock","Richard Gasquet","W","6-4, 6-2","2","0","6-4","6-2","","",""
"2266","2015","Washington Masters 500","R16","Jack Sock","Richard Gasquet","W","6-7, 7-6, 6-4","2","1","6-7","7-6","6-4","",""
"2267","2016","Auckland Masters 250","F","Jack Sock","Roberto Bautista Agut","L","1-6, 0-1 RET","0","2","1-6","0-1 RET","","",""
"2268","2015","Houston Masters 250","R16","Jack Sock","Roberto Bautista Agut","W","6-4, 6-4","2","0","6-4","6-4","","",""
"2269","2015","Indian Wells Masters 1000","R32","Jack Sock","Roberto Bautista Agut","W","3-6, 6-3, 6-2","2","1","3-6","6-3","6-2","",""
"2270","2014","Auckland Masters 250","Q","Jack Sock","Roberto Bautista Agut","L","1-6, 3-6","0","2","1-6","3-6","","",""
"2271","2015","Basel Masters 500","S","Jack Sock","Roger Federer","L","3-6, 4-6","0","2","3-6","4-6","","",""
"2272","2015","Indian Wells Masters 1000","R16","Jack Sock","Roger Federer","L","3-6, 2-6","0","2","3-6","2-6","","",""
"2273","2015","Houston Masters 250","F","Jack Sock","Sam Querrey","W","7-6(9), 7-6(2)","2","0","7-6","7-6","","",""
"2274","2015","Washington Masters 500","Q","Jack Sock","Steve Johnson","L","6-7, 1-6","0","2","6-7","1-6","","",""
"2275","2014","Roland Garros","R64","Jack Sock","Steve Johnson","W","7-5, 6-4, 6-2","3","0","7-5","6-4","6-2","",""
"2276","2012","Atlanta Masters 250","R16","Jack Sock","Steve Johnson","W","7-6(5), 7-6(5)","2","0","7-6","7-6","","",""
"2277","2015","Stockholm Masters 250","F","Jack Sock","Tomas Berdych","L","6-7, 2-6","0","2","6-7","2-6","","",""
"2278","2015","Shanghai Masters 1000","R32","Jack Sock","Tomas Berdych","L","6-7, 6-4, 4-6","1","2","6-7","6-4","4-6","",""
"2279","2016","Auckland Masters 250","R16","Jack Sock","Vasek Pospisil","W","6-2, 6-4","2","0","6-2","6-4","","",""
"2280","2015","Paris Masters 1000","R64","Jack Sock","Viktor Troicki","L","2-6, 3-6","0","2","2-6","3-6","","",""
"2281","2014","Toronto Masters 1000","R32","Jeremy Chardy","Jo-Wilfried Tsonga","L","6-7, 4-6","0","2","6-7","4-6","","",""
"2282","2013","Roland Garros","R32","Jeremy Chardy","Jo-Wilfried Tsonga","L","1-6, 2-6, 5-7","0","3","1-6","2-6","5-7","",""
"2283","2012","Toronto Masters 1000","R32","Jeremy Chardy","Jo-Wilfried Tsonga","W","6-4, 7-6(4)","2","0","6-4","7-6","","",""
"2284","2009","Johannesburg Masters 250","F","Jeremy Chardy","Jo-Wilfried Tsonga","L","4-6, 6-7","0","2","4-6","6-7","","",""
"2285","2015","Montreal Masters 1000","Q","Jeremy Chardy","John Isner","W","6-7, 7-6, 7-6","2","1","6-7","7-6","7-6","",""
"2286","2015","Roland Garros","R64","Jeremy Chardy","John Isner","W","6-4, 4-6, 6-3, 6-3","3","1","6-4","4-6","6-3","6-3",""
"2287","2013","Valencia Masters 500","R16","Jeremy Chardy","John Isner","W","7-6(7), 6-3","2","0","7-6","6-3","","",""
"2288","2009","Cincinnati Masters 1000","R32","Jeremy Chardy","John Isner","W","6-7(1), 6-3, 4-1 RET","2","1","6-7","6-3","4-1 RET","",""
"2289","2016","Barcelona Masters 500","R16","Jeremy Chardy","Kei Nishikori","L","3-6, 5-7","0","2","3-6","5-7","","",""
"2290","2015","Paris Masters 1000","R32","Jeremy Chardy","Kei Nishikori","L","6-7, 7-6, 1-6","1","2","6-7","7-6","1-6","",""
"2291","2014","Tokyo Masters 500","Q","Jeremy Chardy","Kei Nishikori","L","4-6, 2-6","0","2","4-6","2-6","","",""
"2292","2013","Rome Masters 1000","R32","Jeremy Chardy","Kei Nishikori","W","6-4, 6-1","2","0","6-4","6-1","","",""
"2293","2012","Acapulco Masters 500","R16","Jeremy Chardy","Kei Nishikori","W","1-6, 7-6(8), 6-0","2","1","1-6","7-6","6-0","",""
"2294","2011","Miami Masters 1000","R128","Jeremy Chardy","Kei Nishikori","L","6-7, 2-6","0","2","6-7","2-6","","",""
"2295","2015","Houston Masters 250","Q","Jeremy Chardy","Kevin Anderson","L","5-7, 7-6, 6-7","1","2","5-7","7-6","6-7","",""
"2296","2014","Tokyo Masters 500","R16","Jeremy Chardy","Kevin Anderson","W","6-4, 6-4","2","0","6-4","6-4","","",""
"2297","2015","Paris Masters 1000","R64","Jeremy Chardy","Lucas Pouille","W","3-6, 6-3, 6-2","2","1","3-6","6-3","6-2","",""
"2298","2013","s-Hertogenbosch Masters 250","R32","Jeremy Chardy","Lucas Pouille","W","7-5, 6-4","2","0","7-5","6-4","","",""
"2299","2012","Indian Wells Masters 1000","R128","Jeremy Chardy","Marcos Baghdatis","L","3-6, 4-6","0","2","3-6","4-6","","",""
"2300","2010","Shanghai Masters 1000","R64","Jeremy Chardy","Marcos Baghdatis","W","7-6(4), 6-1","2","0","7-6","6-1","","",""
"2301","2010","Toronto Masters 1000","R64","Jeremy Chardy","Marcos Baghdatis","W","7-5, 2-6, 7-6(4)","2","1","7-5","2-6","7-6","",""
"2302","2009","Delray Beach Masters 250","Q","Jeremy Chardy","Marcos Baghdatis","W","7-6(7), 7-6(3)","2","0","7-6","7-6","","",""
"2303","2015","US Open","R16","Jeremy Chardy","Marin Cilic","L","3-6, 6-2, 6-7, 1-6","1","3","3-6","6-2","6-7","1-6",""
"2304","2014","Wimbledon","R16","Jeremy Chardy","Marin Cilic","L","6-7, 4-6, 4-6","0","3","6-7","4-6","4-6","",""
"2305","2009","Munich Masters 250","Q","Jeremy Chardy","Marin Cilic","W","3-6, 7-5, 6-4","2","1","3-6","7-5","6-4","",""
"2306","2015","US Open","R64","Jeremy Chardy","Martin Klizan","W","7-5, 6-4, 7-6","3","0","7-5","6-4","7-6","",""
"2307","2012","US Open","R32","Jeremy Chardy","Martin Klizan","L","4-6, 4-6, 4-6","0","3","4-6","4-6","4-6","",""
"2308","2015","Miami Masters 1000","R32","Jeremy Chardy","Milos Raonic","L","1-6, 7-5, 6-7","1","2","1-6","7-5","6-7","",""
"2309","2014","Rome Masters 1000","Q","Jeremy Chardy","Milos Raonic","L","3-6, 7-5, 2-6","1","2","3-6","7-5","2-6","",""
"2310","2014","Madrid Masters 1000","R32","Jeremy Chardy","Milos Raonic","L","3-6, 3-6","0","2","3-6","3-6","","",""
"2311","2013","Tokyo Masters 500","R16","Jeremy Chardy","Milos Raonic","L","4-6, 3-6","0","2","4-6","3-6","","",""
"2312","2013","Montreal Masters 1000","R64","Jeremy Chardy","Milos Raonic","L","3-6, 6-4, 5-7","1","2","3-6","6-4","5-7","",""
"2313","2012","Paris Masters 1000","R32","Jeremy Chardy","Milos Raonic","L","7-6, 6-7, 3-6","1","2","7-6","6-7","3-6","",""
"2314","2014","Buenos Aires Masters 250","Q","Jeremy Chardy","Nicolas Almagro","L","6-7, 3-6","0","2","6-7","3-6","","",""
"2315","2013","Shanghai Masters 1000","R32","Jeremy Chardy","Nicolas Almagro","L","3-6, 4-6","0","2","3-6","4-6","","",""
"2316","2010","Gstaad Masters 250","Q","Jeremy Chardy","Nicolas Almagro","L","2-6, 6-7","0","2","2-6","6-7","","",""
"2317","2010","Miami Masters 1000","R32","Jeremy Chardy","Nicolas Almagro","L","2-6, 7-6, 3-6","1","2","2-6","7-6","3-6","",""
"2318","2008","Roland Garros","R16","Jeremy Chardy","Nicolas Almagro","L","6-7, 6-7, 5-7","0","3","6-7","6-7","5-7","",""
"2319","2016","Rotterdam Masters 500","R16","Jeremy Chardy","Nicolas Mahut","L","5-7, 2-6","0","2","5-7","2-6","","",""
"2320","2015","Montreal Masters 1000","R64","Jeremy Chardy","Nicolas Mahut","W","6-1, 7-5","2","0","6-1","7-5","","",""
"2321","2014","Metz Masters 250","R32","Jeremy Chardy","Nicolas Mahut","W","7-6(5), 7-5","2","0","7-6","7-5","","",""
"2322","2014","Brisbane Masters 250","R16","Jeremy Chardy","Nicolas Mahut","W","7-5, 6-7(4), 6-3","2","1","7-5","6-7","6-3","",""
"2323","2015","Montreal Masters 1000","S","Jeremy Chardy","Novak Djokovic","L","4-6, 4-6","0","2","4-6","4-6","","",""
"2324","2014","Roland Garros","R64","Jeremy Chardy","Novak Djokovic","L","1-6, 4-6, 2-6","0","3","1-6","4-6","2-6","",""
"2325","2014","Miami Masters 1000","R64","Jeremy Chardy","Novak Djokovic","L","4-6, 3-6","0","2","4-6","3-6","","",""
"2326","2013","Wimbledon","R32","Jeremy Chardy","Novak Djokovic","L","3-6, 2-6, 2-6","0","3","3-6","2-6","2-6","",""
"2327","2011","Wimbledon","R128","Jeremy Chardy","Novak Djokovic","L","4-6, 1-6, 1-6","0","3","4-6","1-6","1-6","",""
"2328","2010","Toronto Masters 1000","Q","Jeremy Chardy","Novak Djokovic","L","2-6, 3-6","0","2","2-6","3-6","","",""
"2329","2010","Rome Masters 1000","R32","Jeremy Chardy","Novak Djokovic","L","1-6, 1-6","0","2","1-6","1-6","","",""
"2330","2009","Cincinnati Masters 1000","R16","Jeremy Chardy","Novak Djokovic","L","5-7, 3-6","0","2","5-7","3-6","","",""
"2331","2009","Marseille Masters 250","R32","Jeremy Chardy","Novak Djokovic","L","6-7, 4-6","0","2","6-7","4-6","","",""
"2332","2009","Australian Open","R64","Jeremy Chardy","Novak Djokovic","L","5-7, 1-6, 3-6","0","3","5-7","1-6","3-6","",""
"2333","2014","Valencia Masters 500","Q","Jeremy Chardy","Pablo Carreno Busta","W","6-1, 6-2","2","0","6-1","6-2","","",""
"2334","2014","Vina del Mar Masters 250","R16","Jeremy Chardy","Pablo Carreno Busta","W","6-3, 7-6(5)","2","0","6-3","7-6","","",""
"2335","2014","Bastad Masters 250","R32","Jeremy Chardy","Pablo Cuevas","L","2-6, 2-6","0","2","2-6","2-6","","",""
"2336","2014","Cincinnati Masters 1000","R64","Jeremy Chardy","Philipp Kohlschreiber","L","3-6, 6-4, 4-6","1","2","3-6","6-4","4-6","",""
"2337","2011","Moscow Masters 250","Q","Jeremy Chardy","Philipp Kohlschreiber","W","6-4, 6-3","2","0","6-4","6-3","","",""
"2338","2015","Cincinnati Masters 1000","R32","Jeremy Chardy","Rafael Nadal","L","3-6, 4-6","0","2","3-6","4-6","","",""
"2339","2013","Vina del Mar Masters 250","S","Jeremy Chardy","Rafael Nadal","L","2-6, 2-6","0","2","2-6","2-6","","",""
"2340","2015","Stockholm Masters 250","Q","Jeremy Chardy","Richard Gasquet","L","6-2, 3-6, 6-7","1","2","6-2","3-6","6-7","",""
"2341","2014","Shanghai Masters 1000","R64","Jeremy Chardy","Richard Gasquet","L","6-7, 2-6","0","2","6-7","2-6","","",""
"2342","2009","Sydney Masters 250","Q","Jeremy Chardy","Richard Gasquet","L","2-6, 6-7","0","2","2-6","6-7","","",""
"2343","2016","Monte Carlo Masters 1000","R32","Jeremy Chardy","Roberto Bautista Agut","L","3-6, 7-5, 5-7","1","2","3-6","7-5","5-7","",""
"2344","2013","Roland Garros","R64","Jeremy Chardy","Roberto Bautista Agut","W","6-1, 7-5, 6-4","3","0","6-1","7-5","6-4","",""
"2345","2015","Monte Carlo Masters 1000","R32","Jeremy Chardy","Roger Federer","L","2-6, 1-6","0","2","2-6","1-6","","",""
"2346","2014","Paris Masters 1000","R32","Jeremy Chardy","Roger Federer","L","6-7, 7-6, 4-6","1","2","6-7","7-6","4-6","",""
"2347","2014","Rome Masters 1000","R32","Jeremy Chardy","Roger Federer","W","1-6, 6-3, 7-6(6)","2","1","1-6","6-3","7-6","",""
"2348","2014","Brisbane Masters 250","S","Jeremy Chardy","Roger Federer","L","3-6, 7-6, 3-6","1","2","3-6","7-6","3-6","",""
"2349","2015","Sydney Masters 250","R32","Jeremy Chardy","Sam Querrey","W","6-4, 6-4","2","0","6-4","6-4","","",""
"2350","2014","London Masters 250","R64","Jeremy Chardy","Sam Querrey","L","7-6, 6-7, 6-7","1","2","7-6","6-7","6-7","",""
"2351","2010","Miami Masters 1000","R64","Jeremy Chardy","Sam Querrey","W","4-6, 6-4, 6-2","2","1","4-6","6-4","6-2","",""
"2352","2010","Indian Wells Masters 1000","R64","Jeremy Chardy","Sam Querrey","L","3-6, 4-6","0","2","3-6","4-6","","",""
"2353","2009","London Masters 250","R64","Jeremy Chardy","Sam Querrey","L","6-7, 4-6","0","2","6-7","4-6","","",""
"2354","2013","s-Hertogenbosch Masters 250","Q","Jeremy Chardy","Stan Wawrinka","L","4-6, 6-7","0","2","4-6","6-7","","",""
"2355","2012","Tokyo Masters 500","R16","Jeremy Chardy","Stan Wawrinka","L","6-7, 7-6, 5-7","1","2","6-7","7-6","5-7","",""
"2356","2012","Acapulco Masters 500","Q","Jeremy Chardy","Stan Wawrinka","L","5-7, 1-6","0","2","5-7","1-6","","",""
"2357","2009","Madrid Masters 1000","R32","Jeremy Chardy","Stan Wawrinka","L","4-6, 5-7","0","2","4-6","5-7","","",""
"2358","2015","Wimbledon","R128","Jeremy Chardy","Tomas Berdych","L","2-6, 7-6, 6-7, 6-7","1","3","2-6","7-6","6-7","6-7",""
"2359","2015","Dubai Masters 500","R32","Jeremy Chardy","Tomas Berdych","L","6-7, 4-6","0","2","6-7","4-6","","",""
"2360","2011","Dubai Masters 500","R32","Jeremy Chardy","Tomas Berdych","L","2-6, 3-6","0","2","2-6","3-6","","",""
"2361","2009","Munich Masters 250","S","Jeremy Chardy","Tomas Berdych","L","1-6, 7-5, 2-6","1","2","1-6","7-5","2-6","",""
"2362","2011","Moscow Masters 250","S","Jeremy Chardy","Viktor Troicki","L","4-6, 4-6","0","2","4-6","4-6","","",""
"2363","2012","Winston-Salem Masters 250","S","Jo-Wilfried Tsonga","John Isner","L","4-6, 6-3, 6-7","1","2","4-6","6-3","6-7","",""
"2364","2011","Paris Masters 1000","S","Jo-Wilfried Tsonga","John Isner","W","3-6, 7-6(1), 7-6(3)","2","1","3-6","7-6","7-6","",""
"2365","2009","Washington Masters 500","R32","Jo-Wilfried Tsonga","John Isner","L","6-4, 6-7, 6-7","1","2","6-4","6-7","6-7","",""
"2366","2016","Australian Open","R16","Jo-Wilfried Tsonga","Kei Nishikori","L","4-6, 2-6, 4-6","0","3","4-6","2-6","4-6","",""
"2367","2015","Roland Garros","Q","Jo-Wilfried Tsonga","Kei Nishikori","W","6-1, 6-4, 4-6, 3-6, 6-3","3","2","6-1","6-4","4-6","3-6","6-3"
"2368","2014","Paris Masters 1000","R16","Jo-Wilfried Tsonga","Kei Nishikori","L","1-6, 6-4, 4-6","1","2","1-6","6-4","4-6","",""
"2369","2013","Paris Masters 1000","R32","Jo-Wilfried Tsonga","Kei Nishikori","L","6-1, 6-7, 6-7","1","2","6-1","6-7","6-7","",""
"2370","2013","Shanghai Masters 1000","R16","Jo-Wilfried Tsonga","Kei Nishikori","W","7-6(5), 6-0","2","0","7-6","6-0","","",""
"2371","2012","Australian Open","R16","Jo-Wilfried Tsonga","Kei Nishikori","L","6-2, 2-6, 1-6, 6-3, 3-6","2","3","6-2","2-6","1-6","6-3","3-6"
"2372","2011","Shanghai Masters 1000","R32","Jo-Wilfried Tsonga","Kei Nishikori","L","7-6, 4-6, 4-6","1","2","7-6","4-6","4-6","",""
"2373","2015","Shanghai Masters 1000","Q","Jo-Wilfried Tsonga","Kevin Anderson","W","7-6, 5-7, 6-4","2","1","7-6","5-7","6-4","",""
"2374","2014","Rome Masters 1000","R32","Jo-Wilfried Tsonga","Kevin Anderson","W","7-6(14), 7-6(5)","2","0","7-6","7-6","","",""
"2375","2016","Monte Carlo Masters 1000","R16","Jo-Wilfried Tsonga","Lucas Pouille","W","6-4, 6-4","2","0","6-4","6-4","","",""
"2376","2016","Australian Open","R128","Jo-Wilfried Tsonga","Marcos Baghdatis","W","6-4, 4-6, 6-4, 6-2","3","1","6-4","4-6","6-4","6-2",""
"2377","2014","Miami Masters 1000","R32","Jo-Wilfried Tsonga","Marcos Baghdatis","W","4-6, 7-6(6), 7-5","2","1","4-6","7-6","7-5","",""
"2378","2012","Stockholm Masters 250","S","Jo-Wilfried Tsonga","Marcos Baghdatis","W","6-4, 4-6, 5-2 RET","2","1","6-4","4-6","5-2 RET","",""
"2379","2012","Shanghai Masters 1000","R16","Jo-Wilfried Tsonga","Marcos Baghdatis","W","6-2, 7-6(2)","2","0","6-2","7-6","","",""
"2380","2012","Dubai Masters 500","R32","Jo-Wilfried Tsonga","Marcos Baghdatis","W","7-6(2), 6-4","2","0","7-6","6-4","","",""
"2381","2011","Rome Masters 1000","R64","Jo-Wilfried Tsonga","Marcos Baghdatis","W","6-3, 6-2","2","0","6-3","6-2","","",""
"2382","2015","US Open","Q","Jo-Wilfried Tsonga","Marin Cilic","L","4-6, 4-6, 6-3, 7-6, 4-6","2","3","4-6","4-6","6-3","7-6","4-6"
"2383","2015","Monte Carlo Masters 1000","R16","Jo-Wilfried Tsonga","Marin Cilic","L","3-6, 6-7","0","2","3-6","6-7","","",""
"2384","2014","Rotterdam Masters 500","R16","Jo-Wilfried Tsonga","Marin Cilic","L","4-6, 4-6","0","2","4-6","4-6","","",""
"2385","2013","Miami Masters 1000","R16","Jo-Wilfried Tsonga","Marin Cilic","L","5-7, 6-7","0","2","5-7","6-7","","",""
"2386","2011","Cincinnati Masters 1000","R64","Jo-Wilfried Tsonga","Marin Cilic","W","6-3, 6-4","2","0","6-3","6-4","","",""
"2387","2007","London Masters 250","R16","Jo-Wilfried Tsonga","Marin Cilic","L","6-4, 3-6, 2-6","1","2","6-4","3-6","2-6","",""
"2388","2012","US Open","R64","Jo-Wilfried Tsonga","Martin Klizan","L","4-6, 6-1, 1-6, 3-6","1","3","4-6","6-1","1-6","3-6",""
"2389","2016","Madrid Masters 1000","R16","Jo-Wilfried Tsonga","Milos Raonic","L","4-6, 4-6","0","2","4-6","4-6","","",""
"2390","2014","Rome Masters 1000","R16","Jo-Wilfried Tsonga","Milos Raonic","L","6-7, 4-6","0","2","6-7","4-6","","",""
"2391","2013","Indian Wells Masters 1000","R16","Jo-Wilfried Tsonga","Milos Raonic","W","4-6, 7-5, 6-4","2","1","4-6","7-5","6-4","",""
"2392","2016","Buenos Aires Masters 250","Q","Jo-Wilfried Tsonga","Nicolas Almagro","L","2-6, 5-7","0","2","2-6","5-7","","",""
"2393","2012","Paris Masters 1000","R16","Jo-Wilfried Tsonga","Nicolas Almagro","W","7-6(4), 7-6(3)","2","0","7-6","7-6","","",""
"2394","2011","Montreal Masters 1000","Q","Jo-Wilfried Tsonga","Nicolas Almagro","W","6-4, 6-4","2","0","6-4","6-4","","",""
"2395","2011","Madrid Masters 1000","R64","Jo-Wilfried Tsonga","Nicolas Almagro","W","6-1, 6-3","2","0","6-1","6-3","","",""
"2396","2010","Barcelona Masters 500","R16","Jo-Wilfried Tsonga","Nicolas Almagro","W","5-7, 6-1, 6-4","2","1","5-7","6-1","6-4","",""
"2397","2010","Monte Carlo Masters 1000","R32","Jo-Wilfried Tsonga","Nicolas Almagro","W","7-6(5), 7-5","2","0","7-6","7-5","","",""
"2398","2010","Australian Open","R16","Jo-Wilfried Tsonga","Nicolas Almagro","W","6-3, 6-4, 4-6, 6-7(6), 9-7","3","2","6-3","6-4","4-6","6-7","9-7"
"2399","2015","Metz Masters 250","Q","Jo-Wilfried Tsonga","Nicolas Mahut","W","6-7, 6-3, 7-5","2","1","6-7","6-3","7-5","",""
"2400","2012","Marseille Masters 250","R16","Jo-Wilfried Tsonga","Nicolas Mahut","W","6-3, 6-2","2","0","6-3","6-2","","",""
"2401","2011","Metz Masters 250","Q","Jo-Wilfried Tsonga","Nicolas Mahut","W","4-6, 6-3, 7-5","2","1","4-6","6-3","7-5","",""
"2402","2008","Hamburg Masters 1000","R64","Jo-Wilfried Tsonga","Nicolas Mahut","W","0-6, 7-6(5), 6-2","2","1","0-6","7-6","6-2","",""
"2403","2016","Indian Wells Masters 1000","Q","Jo-Wilfried Tsonga","Novak Djokovic","L","6-7, 6-7","0","2","6-7","6-7","","",""
"2404","2015","Shanghai Masters 1000","F","Jo-Wilfried Tsonga","Novak Djokovic","L","2-6, 4-6","0","2","2-6","4-6","","",""
"2405","2014","Toronto Masters 1000","R16","Jo-Wilfried Tsonga","Novak Djokovic","W","6-2, 6-2","2","0","6-2","6-2","","",""
"2406","2014","Wimbledon","R16","Jo-Wilfried Tsonga","Novak Djokovic","L","3-6, 4-6, 6-7","0","3","3-6","4-6","6-7","",""
"2407","2014","Roland Garros","R16","Jo-Wilfried Tsonga","Novak Djokovic","L","1-6, 4-6, 1-6","0","3","1-6","4-6","1-6","",""
"2408","2013","Shanghai Masters 1000","S","Jo-Wilfried Tsonga","Novak Djokovic","L","2-6, 5-7","0","2","2-6","5-7","","",""
"2409","2013","Indian Wells Masters 1000","Q","Jo-Wilfried Tsonga","Novak Djokovic","L","3-6, 1-6","0","2","3-6","1-6","","",""
"2410","2012","ATP WT Finals","RR","Jo-Wilfried Tsonga","Novak Djokovic","L","6-7, 3-6","0","2","6-7","3-6","","",""
"2411","2012","Beijing Masters 500","F","Jo-Wilfried Tsonga","Novak Djokovic","L","6-7, 2-6","0","2","6-7","2-6","","",""
"2412","2012","Roland Garros","Q","Jo-Wilfried Tsonga","Novak Djokovic","L","1-6, 7-5, 7-5, 6-7, 1-6","2","3","1-6","7-5","7-5","6-7","1-6"
"2413","2012","Rome Masters 1000","Q","Jo-Wilfried Tsonga","Novak Djokovic","L","5-7, 1-6","0","2","5-7","1-6","","",""
"2414","2011","Paris Masters 1000","Q","Jo-Wilfried Tsonga","Novak Djokovic","W","WO","0","0","WO","","","",""
